event_id,split,reference_theta_deg,reference_phi_deg,reference_energy_eev,selected_stations,zenith_bin,multiplicity_bin,energy_bin,stratum
173507881200,train,20.49,261.28,13.261,8.0,15-30,8-11,q4,15-30|8-11|q4
173544180901,test,7.55,230.53,14.207,7.0,0-15,6-7,q4,0-15|6-7|q4
173561613200,validation,50.66,45.63,2.696,6.0,45-60,6-7,q1,45-60|6-7|q1
173563279901,test,53.56,54.66,4.967,7.0,45-60,6-7,q3,45-60|6-7|q3
173572301101,test,49.05,87.14,3.514,7.0,45-60,6-7,q2,45-60|6-7|q2
173577614800,train,46.71,335.79,10.29,7.0,45-60,6-7,q4,45-60|6-7|q4
173607616500,train,14.38,101.85,10.616,6.0,0-15,6-7,q4,0-15|6-7|q4
173613029701,train,43.13,124.46,4.138,8.0,30-45,8-11,q2,30-45|8-11|q2
173624541700,train,43.15,5.57,4.37,9.0,30-45,8-11,q2,30-45|8-11|q2
173630057600,train,54.13,56.8,9.517,8.0,45-60,8-11,q4,45-60|8-11|q4
173634426400,train,52.42,202.07,4.356,8.0,45-60,8-11,q2,45-60|8-11|q2
180025228000,train,56.11,269.07,7.217,12.0,45-60,12+,q3,45-60|12+|q3
180073301800,train,32.63,267.72,7.811,7.0,30-45,6-7,q4,30-45|6-7|q4
180087777400,test,12.1,35.63,27.837,8.0,0-15,8-11,q4,0-15|8-11|q4
180190528500,train,42.6,258.21,6.465,7.0,30-45,6-7,q3,30-45|6-7|q3
180195053200,validation,33.29,345.21,47.926,13.0,30-45,12+,q4,30-45|12+|q4
180267956100,train,28.01,105.44,8.893,8.0,15-30,8-11,q4,15-30|8-11|q4
180356015201,train,35.2,236.12,7.362,10.0,30-45,8-11,q3,30-45|8-11|q3
180365173000,validation,40.41,173.06,6.93,8.0,30-45,8-11,q3,30-45|8-11|q3
180491132800,validation,19.73,140.54,10.816,7.0,15-30,6-7,q4,15-30|6-7|q4
180545665700,validation,59.04,201.63,5.401,8.0,45-60,8-11,q3,45-60|8-11|q3
180595101400,train,57.66,48.38,3.269,6.0,45-60,6-7,q1,45-60|6-7|q1
180601053500,train,27.05,249.67,2.919,7.0,15-30,6-7,q1,15-30|6-7|q1
180627296400,train,33.92,124.37,9.835,8.0,30-45,8-11,q4,30-45|8-11|q4
180645285700,validation,31.38,38.37,5.965,7.0,30-45,6-7,q3,30-45|6-7|q3
180757923600,validation,9.36,215.99,4.116,6.0,0-15,6-7,q2,0-15|6-7|q2
180841719600,train,28.72,75.93,3.151,6.0,15-30,6-7,q1,15-30|6-7|q1
180843177100,train,41.53,149.84,4.424,6.0,30-45,6-7,q2,30-45|6-7|q2
180845490400,train,59.98,85.99,2.969,7.0,45-60,6-7,q1,45-60|6-7|q1
180856176400,train,57.22,248.98,15.024,18.0,45-60,12+,q4,45-60|12+|q4
180934350200,train,46.24,20.28,4.752,7.0,45-60,6-7,q3,45-60|6-7|q3
180945474201,train,37.88,122.6,5.837,7.0,30-45,6-7,q3,30-45|6-7|q3
180970673800,train,56.75,323.07,4.079,8.0,45-60,8-11,q2,45-60|8-11|q2
180975512400,train,35.98,28.11,10.147,7.0,30-45,6-7,q4,30-45|6-7|q4
180982430800,test,58.95,68.25,7.686,12.0,45-60,12+,q4,45-60|12+|q4
180982641600,train,10.89,226.25,7.846,8.0,0-15,8-11,q4,0-15|8-11|q4
180993892600,train,18.46,329.99,2.716,6.0,15-30,6-7,q1,15-30|6-7|q1
180998232600,train,18.74,226.22,4.553,7.0,15-30,6-7,q2,15-30|6-7|q2
181047040700,train,2.91,47.63,7.965,6.0,0-15,6-7,q4,0-15|6-7|q4
181107607900,train,14.59,76.72,3.715,6.0,0-15,6-7,q2,0-15|6-7|q2
181138035600,train,41.93,177.85,4.787,8.0,30-45,8-11,q3,30-45|8-11|q3
181151215601,test,38.14,42.81,2.949,6.0,30-45,6-7,q1,30-45|6-7|q1
181164109100,train,58.12,55.41,6.634,9.0,45-60,8-11,q3,45-60|8-11|q3
181187767601,train,14.63,221.46,5.364,7.0,0-15,6-7,q3,0-15|6-7|q3
181190424700,test,12.7,116.28,4.237,6.0,0-15,6-7,q2,0-15|6-7|q2
181227958100,test,54.35,282.46,9.311,11.0,45-60,8-11,q4,45-60|8-11|q4
181233106500,train,42.76,25.15,3.639,8.0,30-45,8-11,q2,30-45|8-11|q2
181270519100,train,8.47,61.97,15.338,8.0,0-15,8-11,q4,0-15|8-11|q4
181273427900,train,12.9,229.14,3.101,6.0,0-15,6-7,q1,0-15|6-7|q1
181314573001,test,30.42,17.35,2.596,7.0,30-45,6-7,q1,30-45|6-7|q1
181371490200,train,54.34,201.75,4.957,6.0,45-60,6-7,q3,45-60|6-7|q3
181385894400,train,55.73,201.31,4.113,8.0,45-60,8-11,q2,45-60|8-11|q2
181398004900,train,28.84,157.06,5.383,6.0,15-30,6-7,q3,15-30|6-7|q3
181456859701,train,31.61,273.89,4.072,6.0,30-45,6-7,q2,30-45|6-7|q2
181610769800,validation,43.18,32.19,4.409,9.0,30-45,8-11,q2,30-45|8-11|q2
181663442200,train,58.99,114.13,2.741,8.0,45-60,8-11,q1,45-60|8-11|q1
181685601100,validation,57.0,300.79,3.093,8.0,45-60,8-11,q1,45-60|8-11|q1
181820959900,train,59.0,166.53,6.338,10.0,45-60,8-11,q3,45-60|8-11|q3
181830018800,test,14.07,1.31,6.076,6.0,0-15,6-7,q3,0-15|6-7|q3
181860700000,train,40.59,19.45,8.422,7.0,30-45,6-7,q4,30-45|6-7|q4
181895559500,validation,11.47,351.62,16.556,6.0,0-15,6-7,q4,0-15|6-7|q4
181991046900,test,47.56,69.88,8.159,6.0,45-60,6-7,q4,45-60|6-7|q4
182001772700,validation,59.47,310.99,2.961,7.0,45-60,6-7,q1,45-60|6-7|q1
182013934000,test,49.23,198.5,7.282,7.0,45-60,6-7,q3,45-60|6-7|q3
182058539500,validation,54.75,177.22,4.526,8.0,45-60,8-11,q2,45-60|8-11|q2
182097512400,test,28.25,31.55,10.949,8.0,15-30,8-11,q4,15-30|8-11|q4
182132050800,train,38.47,226.68,31.45,12.0,30-45,12+,q4,30-45|12+|q4
182242031900,train,45.36,299.97,8.913,7.0,45-60,6-7,q4,45-60|6-7|q4
182256771001,train,29.23,169.23,3.805,6.0,15-30,6-7,q2,15-30|6-7|q2
182312616500,train,49.25,180.56,2.634,6.0,45-60,6-7,q1,45-60|6-7|q1
182365782400,train,46.32,1.77,4.132,8.0,45-60,8-11,q2,45-60|8-11|q2
182400342901,test,52.57,299.35,12.387,11.0,45-60,8-11,q4,45-60|8-11|q4
